Car,Location,Fuel,Transmission,Owner,ODO,Age,Mileage,Engine,Power,Seats,SP,CP
Honda WRV i-VTEC VX,Hyderabad,Petrol,Manual,First,15000,6,17.5,1199.0,88.7,5.0,8.9,10.83
Volkswagen Vento 1.6 Comfortline,Kochi,Petrol,Manual,First,60818,11,16.09,1598.0,103.5,5.0,3.59,11.05
Maruti Ertiga VDI,Pune,Diesel,Manual,First,54161,7,25.47,1248.0,88.5,7.0,7.64,11.27
Volkswagen Vento 1.6 Comfortline,Kochi,Petrol,Manual,Second,20488,5,16.09,1598.0,103.5,5.0,7.64,11.48
Toyota Fortuner 2.8 2WD MT,Coimbatore,Diesel,Manual,First,72668,6,14.24,2755.0,174.5,7.0,28.85,37.17
Toyota Etios Cross 1.4L VD,Bangalore,Diesel,Manual,First,57464,9,23.59,1364.0,67.06,5.0,5.75,9.99
Toyota Innova Crysta 2.8 ZX AT,Chennai,Diesel,Automatic,First,80000,7,11.36,2755.0,171.5,7.0,19.5,26.95
Hyundai Xcent 1.2 VTVT E,Pune,Petrol,Manual,First,40000,5,20.14,1197.0,81.86,5.0,5.0,6.71
Hyundai Verna VTVT 1.6 SX Option,Kochi,Petrol,Manual,First,12336,4,17.0,1591.0,121.3,5.0,11.88,13.6
Nissan Micra Active XV,Pune,Petrol,Manual,First,24000,5,19.69,1198.0,67.04,5.0,4.0,6.99
Volkswagen Vento 1.5 TDI Highline,Chennai,Diesel,Manual,First,121311,12,20.64,1498.0,108.5,5.0,2.9,14.32
Tata Tiago 1.2 Revotron XT Option,Coimbatore,Petrol,Manual,First,16698,4,23.84,1199.0,84.0,5.0,5.85,6.21
Land Rover Range Rover Evoque 2.0 TD4 HSE Dynamic,Hyderabad,Diesel,Automatic,First,52000,7,15.68,1999.0,177.0,5.0,42.0,74.49
Hyundai Elite i20 Sportz Plus,Kochi,Petrol,Manual,First,37460,6,18.6,1197.0,81.86,5.0,6.28,8.03
Mercedes-Benz S-Class S 350 d,Bangalore,Diesel,Automatic,Second,47140,12,13.5,2925.0,281.61,5.0,30.0,171.0
Hyundai Creta 1.6 SX Option Diesel,Bangalore,Diesel,Manual,First,93000,7,20.5,1582.0,126.2,5.0,10.8,19.18
Volvo V40 D3 R Design,Hyderabad,Diesel,Automatic,Second,38000,8,16.8,1969.0,150.0,5.0,24.0,37.9
BMW 3 Series Luxury Line,Kochi,Diesel,Automatic,First,21936,5,21.76,1995.0,190.0,5.0,37.92,58.67
Skoda Superb Style 1.8 TSI AT,Delhi,Petrol,Automatic,Second,80000,10,14.67,1798.0,177.46,5.0,7.25,32.54
Mahindra Thar CRDe,Coimbatore,Diesel,Manual,First,28599,6,16.55,2498.0,105.0,6.0,9.66,11.71
Datsun redi-GO T,Kolkata,Petrol,Manual,First,15000,7,22.7,799.0,53.64,5.0,2.25,3.98
Maruti Alto K10 VXI,Kochi,Petrol,Manual,First,23876,8,24.07,998.0,67.1,5.0,3.46,4.09
BMW 3 Series 320d,Hyderabad,Diesel,Automatic,First,89000,12,22.69,1995.0,190.0,5.0,13.95,47.2
Maruti Wagon R VXI 1.2,Kolkata,Petrol,Manual,First,37000,9,21.5,1197.0,81.8,5.0,2.8,5.56
Audi A4 35 TDI Technology,Hyderabad,Diesel,Automatic,First,14000,6,18.25,1968.0,187.74,5.0,43.0,55.61
Hyundai Santro D Lite,Chennai,Petrol,Manual,Third,140000,22,20.3,1086.0,68.0,5.0,0.7,4.55
Maruti Baleno Alpha,Chennai,Petrol,Manual,First,16000,7,21.4,1197.0,83.1,5.0,6.95,8.8
Tata Nexon 1.2 Revotron XZ Plus,Coimbatore,Petrol,Manual,First,17477,5,17.0,1198.0,108.5,5.0,9.62,11.13
Maruti Wagon R LXI,Kochi,Petrol,Manual,First,52431,9,22.5,998.0,67.04,5.0,3.01,4.59
Maruti Vitara Brezza ZDi Plus,Kochi,Diesel,Manual,First,57078,5,24.3,1248.0,88.5,5.0,10.19,11.58
Maruti Baleno Alpha Diesel,Hyderabad,Diesel,Manual,First,24000,6,27.39,1248.0,74.0,5.0,8.4,10.63
Maruti Baleno Alpha CVT,Mumbai,Petrol,Automatic,First,3000,5,21.4,1197.0,83.1,5.0,8.85,10.3
Honda City i-VTEC VX,Ahmedabad,Petrol,Manual,First,29000,6,17.4,1497.0,117.3,5.0,10.0,12.68
Mercedes-Benz GLC 220d 4MATIC Style,Mumbai,Diesel,Automatic,First,24000,6,17.9,2143.0,170.0,5.0,46.95,59.77
Hyundai Creta 1.6 SX Option Executive,Coimbatore,Petrol,Manual,First,44383,5,15.8,1591.0,121.3,5.0,13.25,17.7
Hyundai Creta 1.6 SX,Delhi,Petrol,Manual,First,69000,7,15.8,1591.0,121.3,5.0,9.7,14.23
Maruti Dzire AMT VDI,Coimbatore,Diesel,Automatic,First,25082,5,28.4,1248.0,73.75,5.0,8.37,9.62
Audi A4 35 TDI Premium Plus,Coimbatore,Diesel,Automatic,First,28469,9,18.25,1968.0,187.74,5.0,24.37,53.14
Ford Aspire Titanium Diesel,Kolkata,Diesel,Manual,First,60048,6,26.1,1498.0,99.0,5.0,6.0,8.91
Maruti Dzire AMT ZXI Plus,Coimbatore,Petrol,Automatic,First,8018,4,22.0,1197.0,81.8,5.0,8.3,10.26
Tata Tiago AMT 1.2 Revotron XZA,Pune,Petrol,Automatic,First,2000,5,23.84,1199.0,83.83,5.0,5.0,6.94
Hyundai Verna CRDi 1.6 SX Option,Hyderabad,Diesel,Manual,First,109606,15,22.0,1582.0,126.2,5.0,2.9,15.59
Honda Amaze V CVT Petrol,Kochi,Petrol,Automatic,First,25717,4,19.0,1199.0,88.76,5.0,8.86,9.47
Honda Jazz VX,Chennai,Petrol,Manual,First,8000,6,18.2,1199.0,88.7,5.0,7.9,9.1
Hyundai Creta 1.6 SX Option Diesel,Coimbatore,Diesel,Manual,First,24864,4,20.5,1582.0,126.2,5.0,16.27,19.18
BMW 5 Series 530d M Sport,Hyderabad,Diesel,Automatic,First,27000,7,18.59,2993.0,265.0,5.0,48.0,78.31
Audi A3 35 TDI Premium Plus,Mumbai,Diesel,Automatic,First,39000,7,20.38,1968.0,143.0,5.0,18.9,42.89
Volkswagen Polo 1.5 TDI Comfortline,Jaipur,Diesel,Manual,First,66000,8,20.14,1498.0,88.0,5.0,4.91,9.56
BMW X3 xDrive 20d xLine,Kochi,Diesel,Automatic,First,36723,6,18.56,1995.0,190.0,5.0,32.57,64.76
Audi Q7 45 TDI Quattro Technology,Pune,Diesel,Automatic,First,59500,6,14.75,2967.0,245.0,7.0,68.0,99.92
Honda Jazz VX Diesel,Hyderabad,Diesel,Manual,First,17151,6,27.3,1498.0,98.6,5.0,8.4,11.05
Maruti Vitara Brezza LDi,Kochi,Diesel,Manual,First,32539,5,24.3,1248.0,88.5,5.0,8.39,8.63
Land Rover Discovery Sport TD4 HSE 7S,Coimbatore,Diesel,Automatic,First,24013,4,12.81,1999.0,148.31,7.0,56.14,69.22
Jeep Compass 2.0 Sport,Kolkata,Diesel,Manual,First,27000,6,17.1,1956.0,170.0,5.0,15.0,18.45
Maruti Vitara Brezza ZDi,Coimbatore,Diesel,Manual,First,58829,6,24.3,1248.0,88.5,5.0,9.05,9.89
Maruti Celerio LXI MT,Kolkata,Petrol,Manual,First,30000,5,23.1,998.0,67.04,5.0,3.75,4.87
Maruti Vitara Brezza ZDi,Coimbatore,Diesel,Manual,First,21789,6,24.3,1248.0,88.5,5.0,9.88,11.0
Hyundai Elite i20 Asta Option,Coimbatore,Petrol,Manual,First,21134,4,18.6,1197.0,81.86,5.0,8.78,9.78
Maruti Dzire VDI,Hyderabad,Diesel,Manual,First,68434,10,28.4,1248.0,73.75,5.0,5.5,9.14
Maruti Alto K10 VXI,Pune,Petrol,Manual,First,17000,9,24.07,998.0,67.1,5.0,2.1,4.48
Hyundai Verna CRDi 1.6 SX Option,Mumbai,Diesel,Manual,First,79225,10,22.0,1582.0,126.2,5.0,5.5,15.57
Maruti Wagon R VXI,Kochi,Petrol,Manual,First,31817,4,22.5,998.0,67.04,5.0,5.34,5.12
Mercedes-Benz GLE 250d,Hyderabad,Diesel,Automatic,First,50000,7,17.9,2143.0,201.15,5.0,49.0,79.43
Tata Zest Quadrajet 1.3 75PS XE,Kolkata,Diesel,Manual,First,45000,6,22.95,1248.0,74.0,5.0,3.75,7.94
Mercedes-Benz GLE 350d,Bangalore,Diesel,Automatic,First,28541,7,11.57,2987.0,254.79,5.0,60.75,95.13
Nissan Micra XV CVT,Kolkata,Petrol,Automatic,First,44000,12,19.15,1198.0,75.94,5.0,2.65,8.73
Tata Zest Revotron 1.2 XT,Coimbatore,Petrol,Manual,First,27000,8,17.57,1193.0,88.7,5.0,5.27,8.69
Honda Jazz VX Diesel,Chennai,Diesel,Manual,First,14980,7,27.3,1498.0,98.6,5.0,7.4,10.81
Mercedes-Benz CLA 200 CDI Sport,Jaipur,Diesel,Automatic,First,39000,6,17.9,2143.0,136.0,5.0,27.0,42.4
Toyota Corolla Altis 1.8 GL,Coimbatore,Petrol,Manual,First,53920,8,14.28,1798.0,138.03,5.0,10.77,23.37
BMW 5 Series 530d M Sport,Chennai,Diesel,Automatic,First,58000,13,18.59,2993.0,265.0,5.0,11.75,79.78
Tata Zest Revotron 1.2T XM,Kochi,Petrol,Manual,First,39208,8,17.57,1193.0,88.7,5.0,4.52,7.63
Honda City i-VTEC VX,Coimbatore,Petrol,Manual,First,38622,10,17.4,1497.0,117.3,5.0,6.26,12.68
Hyundai Verna CRDi 1.6 AT SX Plus,Bangalore,Diesel,Automatic,First,79000,11,22.0,1582.0,126.2,5.0,5.25,16.6
Renault KWID Climber 1.0 AMT,Coimbatore,Petrol,Automatic,Second,38171,5,22.5,999.0,67.0,5.0,4.99,5.72
Renault KWID 1.0 RXT Optional AMT,Kochi,Petrol,Automatic,First,53105,6,22.5,999.0,67.0,5.0,4.41,4.93
Mahindra Bolero ZLX,Coimbatore,Diesel,Manual,First,68557,6,15.96,2523.0,62.1,7.0,8.14,11.28
Volkswagen Vento 1.5 TDI Highline,Hyderabad,Diesel,Manual,First,34000,7,20.64,1498.0,108.5,5.0,8.45,14.2
BMW 3 Series 320d,Bangalore,Diesel,Automatic,First,73000,11,22.69,1995.0,190.0,5.0,12.5,48.79
Ford EcoSport 1.5 Diesel Trend,Kochi,Diesel,Manual,First,63423,6,23.0,1498.0,98.96,5.0,7.69,10.42
Hyundai Creta 1.6 SX Option,Kochi,Petrol,Manual,First,53322,5,15.8,1591.0,121.3,5.0,12.13,16.06
Ford EcoSport 1.5 Petrol Titanium,Hyderabad,Petrol,Manual,First,21800,6,17.0,1497.0,121.36,5.0,8.75,11.27
Ford Freestyle Titanium Plus Petrol,Jaipur,Petrol,Manual,First,1001,5,19.0,1194.0,94.68,5.0,7.23,8.44
Hyundai Elantra 1.6 SX,Pune,Diesel,Manual,First,170000,10,22.54,1582.0,126.2,5.0,7.5,20.87
Maruti Vitara Brezza ZDi Plus Dual Tone,Pune,Diesel,Manual,First,85000,7,24.3,1248.0,88.5,5.0,8.9,11.96
Toyota Etios Cross 1.4L VD,Jaipur,Diesel,Manual,First,62322,9,23.59,1364.0,67.06,5.0,4.9,9.55
Maruti Alto K10 VXI,Kochi,Petrol,Manual,First,37929,8,24.07,998.0,67.1,5.0,3.69,4.09
Tata Tiago 1.2 Revotron XM Option,Chennai,Petrol,Manual,First,5400,7,23.84,1199.0,84.0,5.0,3.98,5.45
Volkswagen Ameo 1.2 MPI Highline,Kochi,Petrol,Manual,First,14576,6,17.0,1198.0,73.75,5.0,6.69,8.38
Honda BRV i-VTEC V CVT,Mumbai,Petrol,Automatic,First,17000,6,16.0,1497.0,117.3,7.0,9.5,15.02
Maruti Celerio ZXI Optional AMT,Kochi,Petrol,Automatic,First,12278,5,23.1,998.0,67.04,5.0,5.63,5.95
Hyundai Creta 1.6 SX,Coimbatore,Petrol,Manual,First,17665,5,15.8,1591.0,121.3,5.0,11.78,15.36
Tata Zest Revotron 1.2T XE,Kolkata,Petrol,Manual,First,65000,6,17.57,1193.0,88.7,5.0,4.8,6.59
Volkswagen Vento 1.6 Comfortline,Kolkata,Petrol,Manual,First,38000,9,16.09,1598.0,103.5,5.0,3.49,10.94
Volkswagen Polo 1.5 TDI Highline,Hyderabad,Diesel,Manual,First,29647,7,20.14,1498.0,88.0,5.0,6.3,10.15
Maruti Baleno RS Petrol,Kochi,Petrol,Manual,First,43639,5,21.1,998.0,100.0,5.0,8.15,9.83
BMW 3 Series Luxury Line,Bangalore,Diesel,Automatic,First,21000,6,21.76,1995.0,190.0,5.0,35.0,62.07
Maruti Dzire VXI,Pune,Petrol,Manual,First,74000,10,22.0,1197.0,81.8,5.0,4.5,7.67
Volkswagen Polo 1.5 TDI Highline,Chennai,Diesel,Manual,First,25000,6,20.14,1498.0,88.0,5.0,6.9,9.97
Audi A6 35 TDI Matrix,Chennai,Diesel,Automatic,First,20000,8,18.53,1968.0,187.74,5.0,35.5,67.67
Hyundai Grand i10 1.2 CRDi Sportz,Kochi,Diesel,Manual,First,32663,5,24.0,1186.0,73.97,5.0,6.28,8.18
Tata Bolt Quadrajet XE,Hyderabad,Diesel,Manual,First,100303,7,22.95,1248.0,74.0,5.0,3.7,7.43
Maruti Eeco 7 Seater Standard,Mumbai,Petrol,Manual,First,34670,9,15.1,1196.0,73.0,7.0,2.9,4.71
Hyundai Grand i10 1.2 CRDi Sportz,Delhi,Diesel,Manual,First,59261,8,24.0,1186.0,73.97,5.0,4.25,8.18
BMW 3 Series 320d Luxury Line,Hyderabad,Diesel,Automatic,First,47000,8,22.69,1995.0,190.0,5.0,29.5,53.68
Ford Ecosport Signature Edition Diesel,Ahmedabad,Diesel,Manual,First,13000,5,23.0,1498.0,98.96,5.0,10.9,12.12
Maruti Celerio ZXI MT,Bangalore,Petrol,Manual,First,48808,8,23.1,998.0,67.04,5.0,4.3,6.05
Hyundai i20 Active SX Dual Tone Petrol,Pune,Petrol,Manual,First,1000,4,17.19,1197.0,81.86,5.0,8.6,10.25
Volkswagen Ameo 1.5 TDI Highline,Pune,Diesel,Manual,First,20000,7,21.66,1498.0,108.62,5.0,6.75,10.04
Volkswagen Polo GT TSI,Kochi,Petrol,Automatic,First,26323,8,17.21,1197.0,103.5,5.0,7.4,10.83
Mahindra Bolero ZLX,Jaipur,Diesel,Manual,First,65000,7,15.96,2523.0,62.1,7.0,7.21,11.15
Hyundai Xcent 1.2 CRDi S,Kolkata,Diesel,Manual,First,51000,6,25.4,1186.0,73.97,5.0,4.2,8.23
Toyota Innova Crysta 2.4 GX MT,Hyderabad,Diesel,Manual,First,73000,7,13.68,2393.0,147.8,7.0,16.5,19.37
Maruti Swift LDI,Jaipur,Diesel,Manual,First,39437,8,28.4,1248.0,74.0,5.0,5.15,7.01
Tata Zest Revotron 1.2T XM,Mumbai,Petrol,Manual,First,36000,9,17.57,1193.0,88.7,5.0,3.7,7.63
Hyundai Grand i10 1.2 Kappa Magna,Pune,Petrol,Manual,First,45252,13,18.9,1197.0,81.86,5.0,2.25,6.8
Maruti Ertiga VDI,Kochi,Diesel,Manual,First,51236,5,25.47,1248.0,88.5,7.0,8.49,10.83
Maruti Dzire AMT VXI,Chennai,Petrol,Automatic,First,42000,6,22.0,1197.0,81.8,5.0,5.5,8.13
Toyota Corolla Altis 1.8 VL CVT,Coimbatore,Petrol,Automatic,First,82725,7,14.28,1798.0,138.03,5.0,11.99,25.27
BMW 3 Series Sport,Mumbai,Diesel,Automatic,Second,19000,7,21.76,1995.0,190.0,5.0,29.99,57.3
Maruti Wagon R VXI AMT,Delhi,Petrol,Automatic,First,30000,7,22.5,998.0,67.0,5.0,4.25,5.68
Maruti Vitara Brezza ZDi Plus Dual Tone,Delhi,Diesel,Manual,First,22000,7,24.3,1248.0,88.5,5.0,8.25,11.75
Honda WR-V Edge Edition i-VTEC S,Kochi,Petrol,Manual,First,13913,4,17.5,1199.0,88.7,5.0,8.2,9.36
Mercedes-Benz GLA Class 200 d Style,Kochi,Diesel,Automatic,First,26212,7,17.9,2143.0,136.0,5.0,24.46,38.72
Tata Zest Revotron 1.2T XMS,Pune,Petrol,Manual,Second,23500,9,17.57,1193.0,88.7,5.0,3.9,7.7
Maruti Wagon R VXI AMT1.2,Mumbai,Petrol,Automatic,First,26000,8,21.5,1197.0,81.8,5.0,3.65,6.43
Hyundai Xcent 1.2 CRDi S,Kolkata,Diesel,Manual,First,26000,7,25.4,1186.0,73.97,5.0,5.0,8.23
Maruti Wagon R VXI,Jaipur,Petrol,Manual,First,35362,6,22.5,998.0,67.04,5.0,3.85,5.44
BMW 3 Series 320d,Bangalore,Diesel,Automatic,First,58000,13,22.69,1995.0,190.0,5.0,11.5,48.79
Renault KWID Climber 1.0 AMT,Chennai,Petrol,Automatic,First,14000,5,22.5,999.0,67.0,5.0,4.5,5.67
Hyundai Creta 1.6 SX Option Diesel,Coimbatore,Diesel,Manual,First,47392,7,20.5,1582.0,126.2,5.0,13.82,19.18
Maruti Dzire LDI,Pune,Diesel,Manual,First,48000,6,28.4,1248.0,73.75,5.0,6.0,7.91
Renault KWID RXL,Jaipur,Petrol,Manual,First,26000,7,25.17,799.0,53.3,5.0,2.55,3.96
Maruti Alto K10 VXI,Jaipur,Petrol,Manual,First,35000,7,24.07,998.0,67.1,5.0,3.0,4.24
BMW X3 xDrive 20d Luxury Line,Mumbai,Diesel,Automatic,First,1400,5,18.56,1995.0,190.0,5.0,61.25,70.55
Mini Cooper 3 DOOR S,Kochi,Petrol,Automatic,First,21110,7,17.44,1998.0,189.08,4.0,28.95,39.27
Toyota Etios Liva 1.2 G,Coimbatore,Petrol,Manual,First,64005,8,17.71,1197.0,78.9,5.0,4.57,6.41
Nissan Micra XV CVT,Mumbai,Petrol,Automatic,First,34895,8,19.15,1198.0,75.94,5.0,4.6,9.47
Toyota Innova Crysta 2.8 GX AT,Kochi,Diesel,Automatic,First,20789,6,11.36,2755.0,171.5,7.0,18.36,20.74
Land Rover Range Rover Sport SE,Delhi,Diesel,Automatic,Second,47000,9,12.65,2993.0,255.0,5.0,64.75,139.0
BMW 5 Series 520d Luxury Line,Coimbatore,Diesel,Automatic,First,75637,7,22.48,1995.0,190.0,5.0,30.37,71.82
Renault KWID RXT Optional,Kochi,Petrol,Manual,First,6568,4,25.17,799.0,53.3,5.0,5.09,4.78
BMW 3 Series 320d Luxury Line,Kochi,Diesel,Automatic,First,62404,7,22.69,1995.0,190.0,5.0,21.33,54.43
BMW 3 Series Luxury Line,Coimbatore,Diesel,Automatic,First,34232,6,21.76,1995.0,190.0,5.0,35.84,55.07
Honda CR-V Petrol 2WD,Chennai,Petrol,Automatic,Third,135000,19,14.4,1997.0,152.0,5.0,3.0,33.51
Renault Duster 110PS Diesel RxZ AWD,Chennai,Diesel,Manual,First,80000,11,19.72,1461.0,108.45,5.0,6.75,15.94
Toyota Fortuner 2.8 2WD AT,Coimbatore,Diesel,Automatic,First,28069,4,12.9,2755.0,174.5,7.0,30.85,34.45
Nissan Sunny XV D,Chennai,Diesel,Manual,Second,70000,11,22.71,1461.0,84.8,5.0,4.0,11.48
Maruti Wagon R ZXI AMT 1.2,Mumbai,Petrol,Automatic,First,600,4,21.5,1197.0,81.8,5.0,6.25,6.8
Tata Tigor XE Diesel,Ahmedabad,Diesel,Manual,First,16235,6,24.7,1047.0,69.0,5.0,5.5,7.15
Skoda Superb Style 1.8 TSI AT,Kochi,Petrol,Automatic,First,73641,6,14.67,1798.0,177.46,5.0,17.08,33.36
Hyundai Verna VTVT 1.6 AT SX Plus,Mumbai,Petrol,Automatic,First,75059,11,17.0,1591.0,121.3,5.0,4.25,13.7
Toyota Etios 1.4 VXD,Pune,Diesel,Manual,First,3000,5,23.59,1364.0,67.04,5.0,7.9,10.63
Volkswagen Polo 1.5 TDI Highline,Coimbatore,Diesel,Manual,First,52951,9,20.14,1498.0,88.0,5.0,5.65,10.32
Maruti Eeco 7 Seater Standard,Delhi,Petrol,Manual,First,126000,7,15.1,1196.0,73.0,7.0,2.2,4.43
Volkswagen Vento 1.5 TDI Highline,Hyderabad,Diesel,Manual,First,28000,6,20.64,1498.0,108.5,5.0,10.0,14.2
Hyundai Grand i10 1.2 Kappa Magna,Delhi,Petrol,Manual,First,46000,6,18.9,1197.0,81.86,5.0,4.75,6.54
Maruti Baleno Zeta,Coimbatore,Petrol,Manual,First,33150,5,21.4,1197.0,83.1,5.0,7.39,8.71
Honda City i-VTEC VX,Ahmedabad,Petrol,Manual,First,34000,11,17.4,1497.0,117.3,5.0,5.75,12.68
Honda BRV i-VTEC V CVT,Mumbai,Petrol,Automatic,First,16503,6,16.0,1497.0,117.3,7.0,9.5,15.02
Honda City i-VTEC CVT V,Kochi,Petrol,Automatic,First,22321,4,18.0,1497.0,117.3,5.0,11.66,13.4
Mahindra KUV 100 G80 K8 Dual Tone,Delhi,Petrol,Manual,First,42000,5,18.15,1198.0,82.0,6.0,5.5,7.96
Honda City i-VTEC V,Kochi,Petrol,Manual,First,11732,5,17.4,1497.0,117.3,5.0,10.07,11.88
Toyota Innova Crysta 2.4 VX MT,Kolkata,Diesel,Manual,First,31000,6,13.68,2393.0,147.8,7.0,16.95,21.36
Volvo S60 D4 Momentum,Hyderabad,Diesel,Automatic,First,51000,9,27.03,1969.0,190.0,5.0,21.5,45.67
Honda Brio 1.2 S Option MT,Delhi,Petrol,Manual,First,40315,11,18.5,1198.0,86.8,5.0,2.75,5.92
Tata Tiago 1.2 Revotron XZ,Coimbatore,Petrol,Manual,First,20712,4,23.84,1199.0,84.0,5.0,6.94,6.59
Nissan Terrano XL D Option,Kochi,Diesel,Manual,First,58817,8,19.87,1461.0,83.14,5.0,6.25,15.06
Tata Tiago 1.2 Revotron XZ,Hyderabad,Petrol,Manual,First,22000,6,23.84,1199.0,84.0,5.0,4.8,6.42
Renault KWID RXL,Kochi,Petrol,Manual,First,7858,4,25.17,799.0,53.3,5.0,3.8,4.04
Honda Amaze VX Petrol,Mumbai,Petrol,Manual,First,21000,9,19.5,1199.0,86.76,5.0,4.75,8.99
Volkswagen Vento 1.5 TDI Highline AT,Pune,Diesel,Automatic,First,19000,7,21.5,1498.0,108.5,5.0,10.0,15.68
Skoda Rapid 1.6 MPI Ambition,Coimbatore,Petrol,Manual,First,21214,4,15.41,1598.0,103.52,5.0,9.66,12.44
Maruti Celerio VXI AMT,Kolkata,Petrol,Automatic,First,30000,7,23.1,998.0,67.04,5.0,3.8,5.77
Renault KWID RXT Optional,Kochi,Petrol,Manual,First,21954,6,25.17,799.0,53.3,5.0,3.7,4.78
Nissan Micra XV CVT,Coimbatore,Petrol,Automatic,First,54387,6,19.15,1198.0,75.94,5.0,5.85,9.51
Renault KWID RXT Optional,Mumbai,Petrol,Manual,First,1617,5,25.17,799.0,53.3,5.0,4.29,4.78
Honda City i-DTEC SV,Hyderabad,Diesel,Manual,First,82000,8,25.6,1498.0,98.6,5.0,8.0,13.33
Hyundai Grand i10 1.2 Kappa Sportz,Kochi,Petrol,Manual,First,28147,7,18.9,1197.0,81.86,5.0,5.07,6.62
Renault Duster 110PS Diesel RxZ,Bangalore,Diesel,Manual,First,70000,9,19.6,1461.0,108.45,5.0,8.25,15.01
Skoda Superb L&K 2.0 TDI AT,Mumbai,Diesel,Automatic,First,35000,6,18.19,1968.0,174.5,5.0,25.75,40.73
Maruti Vitara Brezza ZDi Plus Dual Tone,Kochi,Diesel,Manual,First,21248,6,24.3,1248.0,88.5,5.0,9.44,11.75
Mercedes-Benz C-Class Progressive C 220d,Ahmedabad,Diesel,Automatic,First,4000,4,0.0,1950.0,194.0,5.0,35.0,49.14
Mitsubishi Pajero Sport 4X4,Jaipur,Diesel,Manual,Second,70000,9,13.5,2477.0,175.56,7.0,11.85,33.21
Hyundai Creta 1.6 SX,Hyderabad,Petrol,Manual,First,9900,5,15.8,1591.0,121.3,5.0,13.2,14.72
Tata Zest Quadrajet 1.3 75PS XE,Hyderabad,Diesel,Manual,First,125000,7,22.95,1248.0,74.0,5.0,4.6,8.09
Renault Duster 110PS Diesel RxZ AMT,Coimbatore,Diesel,Automatic,First,34686,6,19.6,1461.0,108.45,5.0,11.86,15.05
Skoda Superb Style 2.0 TDI AT,Mumbai,Diesel,Automatic,First,42000,6,18.19,1968.0,174.5,5.0,22.99,36.94
Mahindra NuvoSport N6,Coimbatore,Diesel,Manual,Second,37323,5,17.45,1493.0,100.0,7.0,7.29,10.52
Maruti Dzire LDI,Pune,Diesel,Manual,First,27000,5,28.4,1248.0,73.75,5.0,5.9,7.91
Renault KWID RXL,Pune,Petrol,Manual,First,1000,5,25.17,799.0,53.3,5.0,3.4,4.45
Maruti Ertiga VXI AT Petrol,Mumbai,Petrol,Automatic,First,28000,6,18.69,1462.0,103.0,7.0,8.0,10.65
Toyota Corolla Altis 1.8 G CVT,Delhi,Petrol,Automatic,Second,109703,13,14.28,1798.0,138.03,5.0,4.0,20.46
Hyundai Verna VTVT 1.6 AT SX Option,Mumbai,Petrol,Automatic,First,8000,5,17.0,1591.0,121.3,5.0,12.85,15.14
Mercedes-Benz GLA Class 200 Sport,Kochi,Petrol,Automatic,First,17773,5,13.7,1991.0,183.0,5.0,26.76,39.22
Volkswagen Polo 1.5 TDI Highline,Hyderabad,Diesel,Manual,Second,65000,10,20.14,1498.0,88.0,5.0,3.5,10.15
Volkswagen Ameo 1.2 MPI Highline,Ahmedabad,Petrol,Manual,First,34005,7,17.0,1198.0,73.75,5.0,5.75,8.09
Maruti Baleno Alpha,Mumbai,Petrol,Manual,First,6000,6,21.4,1197.0,83.1,5.0,7.5,8.78
Tata Hexa XTA,Jaipur,Diesel,Automatic,First,39000,7,17.6,2179.0,153.86,7.0,13.5,21.0
Tata Tiago 1.2 Revotron XT,Kochi,Petrol,Manual,First,15386,6,23.84,1199.0,84.0,5.0,5.11,5.56
Audi A4 35 TDI Premium Plus,Coimbatore,Diesel,Automatic,Second,58629,10,18.25,1968.0,187.74,5.0,16.52,53.14
Tata Bolt Revotron XT,Chennai,Petrol,Manual,First,10000,7,17.57,1193.0,88.7,5.0,4.0,7.77
Volkswagen Vento 1.6 Highline,Mumbai,Petrol,Manual,First,38000,12,16.09,1598.0,103.5,5.0,3.25,11.91
Maruti Vitara Brezza VDi,Pune,Diesel,Manual,First,37208,7,24.3,1248.0,88.5,5.0,7.43,9.93
Honda Brio 1.2 VX MT,Delhi,Petrol,Manual,First,33746,10,18.5,1198.0,86.8,5.0,3.2,6.63
Maruti Swift VDI,Delhi,Diesel,Manual,First,27365,9,28.4,1248.0,74.0,5.0,4.75,7.88
